dataset,seed,split,k,radius_lambda,threshold,acceptance_mode,oos_f1,known_f1,accuracy,known_recall,false_accept_rate,false_reject_rate,auroc,aupr_oos
banking77_oos,13,val,1,0.25,0.95,nearest_sphere,0.9411459683691988,0.6333226190521358,0.8980322003577818,0.5243243243243243,0.027331189710610933,0.4756756756756757,0.9058529590683932,0.9758410660444063
banking77_oos,13,test,1,0.25,0.95,nearest_sphere,0.9562234115548237,0.6437454268860319,0.921078431372549,0.5770833333333333,0.03222222222222222,0.42291666666666666,0.9364091435185184,0.990299991474942
banking77_oos,13,val,1,0.25,1.0,nearest_sphere,0.9388403494837172,0.6885450884182501,0.8957960644007156,0.6270270270270271,0.04983922829581994,0.372972972972973,0.9058529590683932,0.9758410660444063
banking77_oos,13,test,1,0.25,1.0,nearest_sphere,0.9545581265681629,0.6955981103399407,0.9188725490196078,0.6875,0.04888888888888889,0.3125,0.9364091435185184,0.990299991474942
banking77_oos,13,val,1,0.25,1.05,nearest_sphere,0.9261781530918006,0.7075726732216064,0.8765652951699463,0.7162162162162162,0.08896034297963558,0.28378378378378377,0.9058529590683932,0.9758410660444063
banking77_oos,13,test,1,0.25,1.05,nearest_sphere,0.9497444633730835,0.7234303362257174,0.9110294117647059,0.79375,0.07083333333333333,0.20625,0.9364091435185184,0.990299991474942
banking77_oos,13,val,1,0.25,1.1,nearest_sphere,0.9039707124753591,0.7057154411520785,0.84391771019678,0.7837837837837838,0.13987138263665594,0.21621621621621623,0.9058529590683932,0.9758410660444063
banking77_oos,13,test,1,0.25,1.1,nearest_sphere,0.9348425482513423,0.7093117088001518,0.8867647058823529,0.8541666666666666,0.10527777777777778,0.14583333333333334,0.9364091435185184,0.990299991474942
banking77_oos,13,val,1,0.25,1.2,nearest_sphere,0.812011260556772,0.6524963048661131,0.723613595706619,0.9108108108108108,0.30439442658092175,0.0891891891891892,0.9058529590683932,0.9758410660444063
banking77_oos,13,test,1,0.25,1.2,nearest_sphere,0.8682532275626069,0.6203255126306378,0.7865196078431372,0.9208333333333333,0.2247222222222222,0.07916666666666666,0.9364091435185184,0.990299991474942
banking77_oos,13,val,1,0.25,0.2,normalized_union,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.2,normalized_union,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.3,normalized_union,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.3,normalized_union,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.4,normalized_union,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.4,normalized_union,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.5,normalized_union,0.9098000975134081,0.0,0.8345259391771019,0.0,0.0,1.0,0.9058645462182441,0.9758443592144811
banking77_oos,13,test,1,0.25,0.5,normalized_union,0.9375,0.0,0.8823529411764706,0.0,0.0,1.0,0.93640625,0.9902992357181751
banking77_oos,13,val,1,0.25,0.6,normalized_union,0.9106881405563689,0.02115384615384615,0.8363148479427549,0.010810810810810811,0.0,0.9891891891891892,0.9058645462182441,0.9758443592144811
