dataset,kir,data_seed,representation,k_name,k_gate,threshold,validation_near_q20_similarity,validation_far_q80_similarity,group_type,group,oos_count,false_accept_count,false_accept_rate,representation_collision_count,representation_collision_rate,boundary_overcoverage_count,boundary_overcoverage_rate,correct_rejection_count,correct_rejection_rate,mean_nearest_known_similarity,mean_gate_score
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,bucket,near,560,391,0.6982142857142857,525,0.9375,34,0.060714285714285714,169,0.30178571428571427,0.7869545139267035,0.9108499435169315
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,bucket,medium,1845,525,0.2845528455284553,971,0.5262872628726287,264,0.14308943089430895,1320,0.7154471544715447,0.5676598798607999,1.098090199552146
stackoverflow,50,42,ce_recon,k2,2,1.0,0.4375990732418426,0.7104563421906035,bucket,far,592,60,0.10135135135135136,117,0.19763513513513514,16,0.02702702702702703,532,0.8986486486486487,0.37072849972761174,1.2395813114998333
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,bucket,all,2997,120,0.04004004004004004,1613,0.5382048715382048,0,0.0,2877,0.95995995995996,0.5697358284887807,1.6364755647437275
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,bucket,near,560,120,0.21428571428571427,525,0.9375,0,0.0,440,0.7857142857142857,0.7869545139267035,1.1203529092734978
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,bucket,medium,1845,0,0.0,971,0.5262872628726287,0,0.0,1845,1.0,0.5676598798607999,1.686564908659485
stackoverflow,50,42,ce_recon,frozen_selected_k,1,1.0,0.4375990732418426,0.7104563421906035,bucket,far,592,0,0.0,117,0.19763513513513514,0,0.0,592,1.0,0.37072849972761174,1.9685935504510863
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,bucket,all,2996,284,0.09479305740987984,2197,0.7333110814419226,0,0.0,2712,0.9052069425901201,0.6455341837523879,1.5746983765179845
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,bucket,near,591,284,0.4805414551607445,591,1.0,0,0.0,307,0.5194585448392555,0.8852668448388755,0.9407008077865643
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,bucket,medium,1788,0,0.0,1510,0.8445190156599552,0,0.0,1788,1.0,0.6510693994528205,1.5967773805433532
stackoverflow,50,87,ce_recon,k1,1,1.0,0.4933244207448081,0.8137619049905063,bucket,far,617,0,0.0,96,0.15559157212317667,0,0.0,617,1.0,0.3998632463545148,2.1179970862795905
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,bucket,all,2996,1537,0.5130173564753004,2197,0.7333110814419226,66,0.022029372496662217,1459,0.4869826435246996,0.6455341837523879,0.9929067804010702
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,bucket,near,591,590,0.9983079526226735,591,1.0,0,0.0,1,0.001692047377326565,0.8852668448388755,0.690774910431066
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,bucket,medium,1788,932,0.5212527964205816,1510,0.8445190156599552,57,0.031879194630872486,856,0.47874720357941836,0.6510693994528205,1.0009568519303906
stackoverflow,50,87,ce_recon,k2,2,1.0,0.4933244207448081,0.8137619049905063,bucket,far,617,15,0.024311183144246355,96,0.15559157212317667,9,0.014586709886547812,602,0.9756888168557536,0.3998632463545148,1.258978753266301
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,bucket,all,2996,284,0.09479305740987984,2197,0.7333110814419226,0,0.0,2712,0.9052069425901201,0.6455341837523879,1.5746983765179845
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,bucket,near,591,284,0.4805414551607445,591,1.0,0,0.0,307,0.5194585448392555,0.8852668448388755,0.9407008077865643
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,bucket,medium,1788,0,0.0,1510,0.8445190156599552,0,0.0,1788,1.0,0.6510693994528205,1.5967773805433532
stackoverflow,50,87,ce_recon,frozen_selected_k,1,1.0,0.4933244207448081,0.8137619049905063,bucket,far,617,0,0.0,96,0.15559157212317667,0,0.0,617,1.0,0.3998632463545148,2.1179970862795905
